,Team,Season Year,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10,Player 11,Player 12,Player 13,Player 14,Player 15
5000,PHI,2023,Jalen McDaniels,Shake Milton,Jaden Springer,Georges Niang,Paul Reed,Danuel House Jr.,Furkan Korkmaz,Dewayne Dedmon,Montrezl Harrell,Mac McClung,,,,,
5001,ATL,2023,Trae Young,Dejounte Murray,Clint Capela,John Collins,De'Andre Hunter,Saddiq Bey,Onyeka Okongwu,Jalen Johnson,Bogdan Bogdanović,Aaron Holiday,,,,,
5002,TOR,2023,Fred VanVleet,OG Anunoby,Scottie Barnes,Pascal Siakam,Jakob Poeltl,Precious Achiuwa,Gary Trent Jr.,Will Barton,Chris Boucher,Malachi Flynn,Christian Koloko,Dalano Banton,Ron Harper Jr.,,
5003,BOS,2023,Sam Hauser,Derrick White,Al Horford,Robert Williams,Jayson Tatum,Payton Pritchard,Mike Muscala,Blake Griffin,Grant Williams,Luke Kornet,Justin Champagnie,JD Davison,Mfiondu Kabengele,,
5004,ORL,2023,Cole Anthony,Goga Bitadze,Franz Wagner,Jalen Suggs,Markelle Fultz,Caleb Houstan,Chuma Okeke,Kevon Harris,Admiral Schofield,Bol Bol,Michael Carter-Williams,,,,
5005,BRK,2023,Mikal Bridges,Spencer Dinwiddie,Nic Claxton,Cameron Johnson,Dorian Finney-Smith,Royce O'Neale,Seth Curry,Joe Harris,Day'Ron Sharpe,Edmond Sumner,David Duke Jr.,Dru Smith,Yuta Watanabe,,
5006,HOU,2023,Kenyon Martin Jr.,Jalen Green,Kevin Porter Jr.,Jabari Smith Jr.,Alperen Şengün,Tari Eason,Josh Christopher,Usman Garuba,Boban Marjanović,,,,,,
5007,CHO,2023,Théo Maledon,Bryce McGowens,Svi Mykhailiuk,JT Thor,Mark Williams,James Bouknight,Nick Richards,Kai Jones,Xavier Sneed,Kobi Simmons,,,,,
5008,CHI,2023,Coby White,Ayo Dosunmu,Patrick Williams,Nikola Vučević,Alex Caruso,Derrick Jones Jr.,Dalen Terry,Carlik Jones,Javonte Green,Terry Taylor,,,,,
5009,DAL,2023,Reggie Bullock,Frank Ntilikina,Jaden Hardy,Luka Dončić,Dwight Powell,Theo Pinson,Justin Holiday,McKinley Wright IV,A.J. Lawson,Dāvis Bertāns,Markieff Morris,JaVale McGee,,,
5010,DET,2023,Jaden Ivey,Killian Hayes,R.J. Hampton,Jalen Duren,James Wiseman,Jared Rhoden,Cory Joseph,Marvin Bagley III,Buddy Boeheim,,,,,,
5011,IND,2023,Bennedict Mathurin,Andrew Nembhard,Isaiah Jackson,Jordan Nwora,Aaron Nesmith,Gabe York,Buddy Hield,James Johnson,George Hill,Oshae Brissett,,,,,
5012,PHO,2023,Josh Okogie,Torrey Craig,Landry Shamet,Cameron Payne,Bismack Biyombo,Jock Landale,Terrence Ross,Ish Wainright,Saben Lee,Damion Lee,Darius Bazley,,,,
5013,LAL,2023,Anthony Davis,D'Angelo Russell,Austin Reaves,LeBron James,Jarred Vanderbilt,Malik Beasley,Troy Brown Jr.,Rui Hachimura,Wenyen Gabriel,Lonnie Walker IV,Mo Bamba,,,,
5014,MEM,2023,Luke Kennard,Desmond Bane,Dillon Brooks,Jaren Jackson Jr.,Ja Morant,John Konchar,Tyus Jones,Xavier Tillman Sr.,David Roddy,Kenneth Lofton Jr.,Vince Williams Jr.,Kennedy Chandler,,,
5015,MIL,2023,MarJon Beauchamp,Lindell Wigginton,Meyers Leonard,Jae Crowder,A.J. Green,Thanasis Antetokounmpo,Goran Dragić,Jevon Carter,Wesley Matthews,,,,,,
5016,NYK,2023,RJ Barrett,Quentin Grimes,Immanuel Quickley,Obi Toppin,Isaiah Hartenstein,Josh Hart,Jericho Sims,Miles McBride,Evan Fournier,,,,,,
5017,NOP,2023,Brandon Ingram,Trey Murphy III,CJ McCollum,Herbert Jones,Jonas Valančiūnas,Larry Nance Jr.,Josh Richardson,Naji Marshall,Dyson Daniels,,,,,,
5018,GSW,2023,Klay Thompson,Draymond Green,Stephen Curry,Donte DiVincenzo,Kevon Looney,Gary Payton II,Jordan Poole,Jonathan Kuminga,Moses Moody,Anthony Lamb,Lester Quinones,Patrick Baldwin Jr.,,,
5019,SAC,2023,Keegan Murray,Terence Davis,Harrison Barnes,Davion Mitchell,Alex Len,Kessler Edwards,Trey Lyles,PJ Dozier,Chimezie Metu,Richaun Holmes,Keon Ellis,,,,
5020,MIA,2023,Haywood Highsmith,Duncan Robinson,Max Strus,Gabe Vincent,Cody Zeller,Jamal Cain,Victor Oladipo,Caleb Martin,Omer Yurtseven,Orlando Robinson,,,,,
5021,WAS,2023,Johnny Davis,Corey Kispert,Daniel Gafford,Delon Wright,Anthony Gill,Jay Huff,Quenton Jackson,Xavier Cooks,Jordan Goodwin,Kendrick Nunn,,,,,
5022,POR,2023,Shaedon Sharpe,Kevin Knox,Skylar Mays,Trendon Watford,Jeenathan Williams,Shaquille Harrison,Jabari Walker,John Butler,Justin Minaya,,,,,,
5023,LAC,2023,Kawhi Leonard,Russell Westbrook,Nicolas Batum,Ivica Zubac,Eric Gordon,Norman Powell,Terance Mann,Bones Hyland,Robert Covington,Mason Plumlee,Moussa Diabaté,Xavier Moon,Brandon Boston Jr.,Amir Coffey,Jason Preston
5024,MIN,2023,Rudy Gobert,Karl-Anthony Towns,Jaden McDaniels,Anthony Edwards,Mike Conley,Taurean Prince,Kyle Anderson,Jordan McLaughlin,Nickeil Alexander-Walker,Luka Garza,Nathan Knight,Josh Minott,Matt Ryan,Wendell Moore Jr.,
5025,SAS,2023,Julian Champagnie,Tre Jones,Malaki Branham,Sandro Mamukelashvili,Keita Bates-Diop,Blake Wesley,Dominick Barlow,Gorgui Dieng,Romeo Langford,,,,,,
5026,DEN,2023,Kentavious Caldwell-Pope,Jamal Murray,Aaron Gordon,Nikola Jokić,Michael Porter Jr.,Christian Braun,Reggie Jackson,Peyton Watson,Vlatko Čančar,Zeke Nnaji,Jeff Green,Ish Smith,,,
5027,UTA,2023,Kris Dunn,Ochai Agbaji,Luka Šamanić,Udoka Azubuike,Juan Toscano-Anderson,Simone Fontecchio,Micah Potter,Damian Jones,Johnny Juzang,,,,,,
5028,ATL,2023,Aaron Holiday,AJ Griffin,Onyeka Okongwu,De'Andre Hunter,Saddiq Bey,Garrison Mathews,Bruno Fernando,Vit Krejci,Jalen Johnson,Trent Forrest,Tyrese Martin,Donovan Williams,,,
5029,BOS,2023,Payton Pritchard,Sam Hauser,Mike Muscala,Blake Griffin,Derrick White,JD Davison,Luke Kornet,Justin Champagnie,Mfiondu Kabengele,Grant Williams,,,,,
5030,PHI,2023,Shake Milton,Paul Reed,Danuel House Jr.,Jalen McDaniels,Jaden Springer,Mac McClung,Furkan Korkmaz,Louis King,Montrezl Harrell,Dewayne Dedmon,,,,,
5031,BRK,2023,Cam Thomas,Patty Mills,Yuta Watanabe,Day'Ron Sharpe,David Duke Jr.,RaiQuan Gray,Dru Smith,,,,,,,,
5032,DET,2023,Killian Hayes,Jaden Ivey,Jalen Duren,James Wiseman,R.J. Hampton,Cory Joseph,Jared Rhoden,Marvin Bagley III,Buddy Boeheim,,,,,,
5033,CHI,2023,Zach LaVine,Patrick Beverley,DeMar DeRozan,Nikola Vučević,Alex Caruso,Ayo Dosunmu,Patrick Williams,Dalen Terry,Terry Taylor,Coby White,Andre Drummond,Carlik Jones,Derrick Jones Jr.,Marko Simonovic,
5034,CHO,2023,Théo Maledon,Svi Mykhailiuk,Bryce McGowens,JT Thor,Mark Williams,James Bouknight,Nick Richards,Kai Jones,Kobi Simmons,,,,,,
5035,CLE,2023,Ricky Rubio,Dean Wade,Cedi Osman,Evan Mobley,Jarrett Allen,Sam Merrill,Danny Green,Isaiah Mobley,Raul Neto,Robin Lopez,Lamar Stevens,Mamadi Diakite,,,
5036,SAS,2023,Julian Champagnie,Sandro Mamukelashvili,Keita Bates-Diop,Malaki Branham,Tre Jones,Dominick Barlow,Blake Wesley,Gorgui Dieng,Romeo Langford,,,,,,
5037,DAL,2023,Frank Ntilikina,Theo Pinson,Dāvis Bertāns,Jaden Hardy,Markieff Morris,McKinley Wright IV,Justin Holiday,A.J. Lawson,,,,,,,
5038,SAC,2023,Keegan Murray,Kevin Huerter,Domantas Sabonis,Harrison Barnes,De'Aaron Fox,PJ Dozier,Trey Lyles,Terence Davis,Malik Monk,Keon Ellis,Alex Len,Chimezie Metu,Kessler Edwards,Richaun Holmes,Neemias Queta
5039,DEN,2023,Bruce Brown,DeAndre Jordan,Peyton Watson,Christian Braun,Vlatko Čančar,Zeke Nnaji,Reggie Jackson,Ish Smith,Thomas Bryant,Jack White,,,,,
5040,UTA,2023,Kris Dunn,Luka Šamanić,Kelly Olynyk,Ochai Agbaji,Udoka Azubuike,Simone Fontecchio,Damian Jones,Juan Toscano-Anderson,Johnny Juzang,,,,,,
5041,LAL,2023,Austin Reaves,Anthony Davis,D'Angelo Russell,LeBron James,Jarred Vanderbilt,Malik Beasley,Rui Hachimura,Troy Brown Jr.,Wenyen Gabriel,,,,,,
5042,ORL,2023,Caleb Houstan,Wendell Carter Jr.,Jalen Suggs,Franz Wagner,Markelle Fultz,Chuma Okeke,Bol Bol,Kevon Harris,Admiral Schofield,Goga Bitadze,Michael Carter-Williams,,,,
5043,MIA,2023,Haywood Highsmith,Max Strus,Tyler Herro,Bam Adebayo,Gabe Vincent,Duncan Robinson,Udonis Haslem,Omer Yurtseven,Victor Oladipo,Jamal Cain,Cody Zeller,Orlando Robinson,Caleb Martin,Kyle Lowry,Kevin Love
5044,NOP,2023,Brandon Ingram,Trey Murphy III,CJ McCollum,Herbert Jones,Jonas Valančiūnas,Josh Richardson,Larry Nance Jr.,Naji Marshall,,,,,,,
5045,MIN,2023,Anthony Edwards,Karl-Anthony Towns,Mike Conley,Rudy Gobert,Jaden McDaniels,Kyle Anderson,Taurean Prince,Jordan McLaughlin,Nickeil Alexander-Walker,Nathan Knight,,,,,
5046,IND,2023,Andrew Nembhard,Bennedict Mathurin,Isaiah Jackson,Aaron Nesmith,Jordan Nwora,Oshae Brissett,Buddy Hield,George Hill,Gabe York,James Johnson,,,,,
5047,NYK,2023,RJ Barrett,Immanuel Quickley,Obi Toppin,Quentin Grimes,Mitchell Robinson,Josh Hart,Isaiah Hartenstein,Miles McBride,Evan Fournier,,,,,,
5048,MEM,2023,Vince Williams Jr.,David Roddy,Kenneth Lofton Jr.,John Konchar,Ziaire Williams,Jacob Gilyard,,,,,,,,,
5049,OKC,2023,Tre Mann,Jared Butler,Ousmane Dieng,Olivier Sarr,Jeremiah Robinson-Earl,Lindy Waters III,Aaron Wiggins,,,,,,,,
5050,LAC,2023,Russell Westbrook,Kawhi Leonard,Ivica Zubac,Nicolas Batum,Eric Gordon,Norman Powell,Mason Plumlee,Terance Mann,Bones Hyland,Robert Covington,,,,,
5051,PHO,2023,Saben Lee,Ish Wainright,Josh Okogie,Jock Landale,Landry Shamet,Damion Lee,Terrence Ross,Darius Bazley,Torrey Craig,,,,,,
5052,GSW,2023,Stephen Curry,Klay Thompson,Donte DiVincenzo,Kevon Looney,Draymond Green,Moses Moody,Jonathan Kuminga,Gary Payton II,Jordan Poole,JaMychal Green,Lester Quinones,Anthony Lamb,Patrick Baldwin Jr.,,
5053,POR,2023,Skylar Mays,Kevin Knox,Jeenathan Williams,Shaedon Sharpe,Trendon Watford,Justin Minaya,John Butler,Chance Comanche,Jabari Walker,,,,,,
5054,MIL,2023,Meyers Leonard,MarJon Beauchamp,Jae Crowder,Jevon Carter,Bobby Portis,Thanasis Antetokounmpo,Lindell Wigginton,Wesley Matthews,Goran Dragić,Joe Ingles,,,,,
5055,TOR,2023,Malachi Flynn,Precious Achiuwa,Gary Trent Jr.,Scottie Barnes,Jakob Poeltl,Christian Koloko,Ron Harper Jr.,Chris Boucher,Dalano Banton,Joe Wieskamp,Will Barton,,,,
5056,HOU,2023,Jabari Smith Jr.,Josh Christopher,Jalen Green,Alperen Şengün,Kenyon Martin Jr.,Tari Eason,TyTy Washington Jr.,Daishen Nix,Frank Kaminsky,Boban Marjanović,Usman Garuba,,,,
5057,WAS,2023,Isaiah Todd,Johnny Davis,Xavier Cooks,Jordan Goodwin,Corey Kispert,Quenton Jackson,Kendrick Nunn,Anthony Gill,,,,,,,
5058,MIN,2023,Kyle Anderson,Mike Conley,Taurean Prince,Anthony Edwards,Karl-Anthony Towns,Nickeil Alexander-Walker,Jaylen Nowell,Jordan McLaughlin,Nathan Knight,,,,,,
5059,LAL,2023,LeBron James,Anthony Davis,Austin Reaves,D'Angelo Russell,Jarred Vanderbilt,Dennis Schröder,Rui Hachimura,Troy Brown Jr.,Malik Beasley,Wenyen Gabriel,,,,,
5060,ATL,2023,Dejounte Murray,Trae Young,Clint Capela,De'Andre Hunter,John Collins,Saddiq Bey,Bogdan Bogdanović,Onyeka Okongwu,Jalen Johnson,,,,,,
5061,MIA,2023,Bam Adebayo,Jimmy Butler,Tyler Herro,Gabe Vincent,Max Strus,Kyle Lowry,Caleb Martin,Victor Oladipo,Cody Zeller,Kevin Love,,,,,
5062,OKC,2023,Josh Giddey,Shai Gilgeous-Alexander,Jalen Williams,Luguentz Dort,Jaylin Williams,Isaiah Joe,Aaron Wiggins,Dario Šarić,Lindy Waters III,,,,,,
5063,NOP,2023,Trey Murphy III,CJ McCollum,Herbert Jones,Brandon Ingram,Jonas Valančiūnas,Jaxson Hayes,Josh Richardson,Naji Marshall,Kira Lewis Jr.,,,,,,
5064,CHI,2023,Zach LaVine,Nikola Vučević,DeMar DeRozan,Alex Caruso,Patrick Beverley,Patrick Williams,Coby White,Ayo Dosunmu,Derrick Jones Jr.,Andre Drummond,,,,,
5065,TOR,2023,Pascal Siakam,OG Anunoby,Fred VanVleet,Scottie Barnes,Jakob Poeltl,Gary Trent Jr.,Precious Achiuwa,Chris Boucher,Will Barton,,,,,,
5066,CHI,2023,Zach LaVine,DeMar DeRozan,Nikola Vučević,Alex Caruso,Patrick Beverley,Coby White,Patrick Williams,Andre Drummond,Ayo Dosunmu,Derrick Jones Jr.,,,,,
5067,MIA,2023,Jimmy Butler,Tyler Herro,Bam Adebayo,Max Strus,Gabe Vincent,Caleb Martin,Kyle Lowry,Kevin Love,,,,,,,
5068,OKC,2023,Luguentz Dort,Shai Gilgeous-Alexander,Jalen Williams,Josh Giddey,Jaylin Williams,Isaiah Joe,Lindy Waters III,Aaron Wiggins,Dario Šarić,Ousmane Dieng,Jeremiah Robinson-Earl,Tre Mann,,,
5069,MIN,2023,Anthony Edwards,Nickeil Alexander-Walker,Rudy Gobert,Mike Conley,Karl-Anthony Towns,Kyle Anderson,Taurean Prince,Jordan McLaughlin,Josh Minott,Nathan Knight,Austin Rivers,Wendell Moore Jr.,,,
5070,ATL,2023,Dejounte Murray,Trae Young,De'Andre Hunter,John Collins,Clint Capela,Bogdan Bogdanović,Saddiq Bey,Onyeka Okongwu,Jalen Johnson,,,,,,
5071,BOS,2023,Jayson Tatum,Derrick White,Al Horford,Jaylen Brown,Marcus Smart,Robert Williams,Malcolm Brogdon,Sam Hauser,,,,,,,
5072,NYK,2023,Julius Randle,RJ Barrett,Jalen Brunson,Quentin Grimes,Mitchell Robinson,Josh Hart,Immanuel Quickley,Isaiah Hartenstein,Obi Toppin,,,,,,
5073,CLE,2023,Donovan Mitchell,Darius Garland,Jarrett Allen,Evan Mobley,Isaac Okoro,Cedi Osman,Caris LeVert,Dean Wade,Ricky Rubio,,,,,,
5074,BRK,2023,Spencer Dinwiddie,Mikal Bridges,Nic Claxton,Cameron Johnson,Dorian Finney-Smith,Royce O'Neale,Day'Ron Sharpe,Seth Curry,Joe Harris,Yuta Watanabe,David Duke Jr.,Edmond Sumner,Cam Thomas,,
5075,PHI,2023,James Harden,Joel Embiid,Tyrese Maxey,Tobias Harris,P.J. Tucker,De'Anthony Melton,Georges Niang,Jalen McDaniels,Paul Reed,Shake Milton,Danuel House Jr.,Furkan Korkmaz,Jaden Springer,Montrezl Harrell,
5076,GSW,2023,Stephen Curry,Klay Thompson,Draymond Green,Kevon Looney,Donte DiVincenzo,Andrew Wiggins,Jordan Poole,Gary Payton II,Jonathan Kuminga,,,,,,
5077,SAC,2023,De'Aaron Fox,Harrison Barnes,Domantas Sabonis,Kevin Huerter,Keegan Murray,Malik Monk,Davion Mitchell,Trey Lyles,Alex Len,,,,,,
5078,MIN,2023,Karl-Anthony Towns,Anthony Edwards,Rudy Gobert,Mike Conley,Nickeil Alexander-Walker,Kyle Anderson,Jaylen Nowell,Taurean Prince,Austin Rivers,Jordan McLaughlin,Josh Minott,Nathan Knight,Wendell Moore Jr.,,
5079,DEN,2023,Jamal Murray,Kentavious Caldwell-Pope,Michael Porter Jr.,Nikola Jokić,Aaron Gordon,Bruce Brown,Jeff Green,Christian Braun,DeAndre Jordan,Zeke Nnaji,Reggie Jackson,Ish Smith,Peyton Watson,Vlatko Čančar,
5080,LAL,2023,Anthony Davis,D'Angelo Russell,LeBron James,Austin Reaves,Jarred Vanderbilt,Rui Hachimura,Dennis Schröder,Troy Brown Jr.,Malik Beasley,,,,,,
5081,MEM,2023,Jaren Jackson Jr.,Desmond Bane,Ja Morant,Dillon Brooks,Xavier Tillman Sr.,Luke Kennard,Tyus Jones,Santi Aldama,David Roddy,,,,,,
5082,MIA,2023,Jimmy Butler,Max Strus,Gabe Vincent,Bam Adebayo,Tyler Herro,Caleb Martin,Kevin Love,Kyle Lowry,Duncan Robinson,,,,,,
5083,MIL,2023,Brook Lopez,Jrue Holiday,Khris Middleton,Grayson Allen,Giannis Antetokounmpo,Bobby Portis,Jevon Carter,Wesley Matthews,Joe Ingles,Jae Crowder,,,,,
5084,LAC,2023,Kawhi Leonard,Russell Westbrook,Eric Gordon,Ivica Zubac,Nicolas Batum,Terance Mann,Norman Powell,Mason Plumlee,Bones Hyland,,,,,,
5085,PHO,2023,Kevin Durant,Devin Booker,Chris Paul,Deandre Ayton,Torrey Craig,Landry Shamet,Jock Landale,Ish Wainright,Josh Okogie,Bismack Biyombo,Terrence Ross,,,,
5086,BRK,2023,Spencer Dinwiddie,Mikal Bridges,Cameron Johnson,Dorian Finney-Smith,Nic Claxton,Royce O'Neale,Seth Curry,Joe Harris,,,,,,,
5087,PHI,2023,Tyrese Maxey,James Harden,Joel Embiid,Tobias Harris,P.J. Tucker,Jalen McDaniels,De'Anthony Melton,Georges Niang,Paul Reed,Danuel House Jr.,,,,,
5088,GSW,2023,Stephen Curry,Andrew Wiggins,Klay Thompson,Draymond Green,Kevon Looney,Gary Payton II,Jordan Poole,Donte DiVincenzo,Moses Moody,Jonathan Kuminga,,,,,
5089,SAC,2023,Domantas Sabonis,De'Aaron Fox,Harrison Barnes,Kevin Huerter,Keegan Murray,Malik Monk,Davion Mitchell,Trey Lyles,Alex Len,Terence Davis,,,,,
5090,ATL,2023,Dejounte Murray,De'Andre Hunter,Trae Young,John Collins,Clint Capela,Bogdan Bogdanović,Onyeka Okongwu,Saddiq Bey,Jalen Johnson,,,,,,
5091,BOS,2023,Jayson Tatum,Jaylen Brown,Derrick White,Marcus Smart,Al Horford,Malcolm Brogdon,Robert Williams,Sam Hauser,,,,,,,
5092,NYK,2023,Jalen Brunson,RJ Barrett,Julius Randle,Quentin Grimes,Mitchell Robinson,Josh Hart,Isaiah Hartenstein,Immanuel Quickley,Obi Toppin,Miles McBride,,,,,
5093,CLE,2023,Evan Mobley,Donovan Mitchell,Darius Garland,Jarrett Allen,Isaac Okoro,Caris LeVert,Cedi Osman,Danny Green,Raul Neto,Robin Lopez,,,,,
5094,LAC,2023,Kawhi Leonard,Russell Westbrook,Eric Gordon,Ivica Zubac,Nicolas Batum,Norman Powell,Terance Mann,Bones Hyland,Mason Plumlee,,,,,,
5095,PHO,2023,Devin Booker,Kevin Durant,Chris Paul,Torrey Craig,Deandre Ayton,Josh Okogie,Bismack Biyombo,Landry Shamet,Damion Lee,T.J. Warren,,,,,
5096,MIN,2023,Anthony Edwards,Rudy Gobert,Mike Conley,Karl-Anthony Towns,Taurean Prince,Kyle Anderson,Nickeil Alexander-Walker,Jaylen Nowell,,,,,,,
5097,DEN,2023,Kentavious Caldwell-Pope,Jamal Murray,Nikola Jokić,Aaron Gordon,Michael Porter Jr.,Bruce Brown,Jeff Green,Christian Braun,,,,,,,
5098,LAL,2023,LeBron James,Anthony Davis,Austin Reaves,D'Angelo Russell,Jarred Vanderbilt,Rui Hachimura,Dennis Schröder,Malik Beasley,Troy Brown Jr.,,,,,,
5099,MEM,2023,Jaren Jackson Jr.,Tyus Jones,Desmond Bane,Xavier Tillman Sr.,Dillon Brooks,Luke Kennard,David Roddy,Santi Aldama,John Konchar,,,,,,
5100,MIA,2023,Max Strus,Jimmy Butler,Duncan Robinson,Bam Adebayo,Gabe Vincent,Caleb Martin,Victor Oladipo,Kyle Lowry,Cody Zeller,Haywood Highsmith,Kevin Love,,,,
5101,MIL,2023,Brook Lopez,Jrue Holiday,Grayson Allen,Bobby Portis,Khris Middleton,Pat Connaughton,Joe Ingles,Jae Crowder,Jevon Carter,Goran Dragić,Thanasis Antetokounmpo,MarJon Beauchamp,Meyers Leonard,,
5102,PHI,2023,Joel Embiid,Tyrese Maxey,Tobias Harris,James Harden,P.J. Tucker,De'Anthony Melton,Georges Niang,Jalen McDaniels,Paul Reed,,,,,,
5103,BRK,2023,Cameron Johnson,Mikal Bridges,Spencer Dinwiddie,Dorian Finney-Smith,Nic Claxton,Royce O'Neale,Cam Thomas,Joe Harris,Day'Ron Sharpe,,,,,,
5104,SAC,2023,De'Aaron Fox,Domantas Sabonis,Harrison Barnes,Kevin Huerter,Keegan Murray,Malik Monk,Davion Mitchell,Trey Lyles,Terence Davis,Alex Len,Kessler Edwards,PJ Dozier,Chimezie Metu,,
5105,GSW,2023,Stephen Curry,Klay Thompson,Andrew Wiggins,Kevon Looney,Jordan Poole,Donte DiVincenzo,Moses Moody,Jonathan Kuminga,JaMychal Green,Anthony Lamb,Patrick Baldwin Jr.,,,,
5106,PHO,2023,Devin Booker,Kevin Durant,Chris Paul,Deandre Ayton,Torrey Craig,Josh Okogie,Damion Lee,Bismack Biyombo,Landry Shamet,T.J. Warren,,,,,
5107,LAC,2023,Norman Powell,Russell Westbrook,Eric Gordon,Ivica Zubac,Nicolas Batum,Terance Mann,Bones Hyland,Marcus Morris,Mason Plumlee,Robert Covington,,,,,
5108,BOS,2023,Jayson Tatum,Jaylen Brown,Marcus Smart,Derrick White,Al Horford,Malcolm Brogdon,Robert Williams,Grant Williams,Sam Hauser,,,,,,
5109,ATL,2023,Dejounte Murray,Trae Young,De'Andre Hunter,Clint Capela,John Collins,Saddiq Bey,Onyeka Okongwu,Bogdan Bogdanović,Jalen Johnson,,,,,,
5110,DEN,2023,Michael Porter Jr.,Jamal Murray,Nikola Jokić,Aaron Gordon,Kentavious Caldwell-Pope,Jeff Green,Bruce Brown,Christian Braun,,,,,,,
5111,MIN,2023,Anthony Edwards,Karl-Anthony Towns,Mike Conley,Rudy Gobert,Nickeil Alexander-Walker,Kyle Anderson,Taurean Prince,Jaylen Nowell,Austin Rivers,,,,,,
5112,CLE,2023,Donovan Mitchell,Jarrett Allen,Evan Mobley,Caris LeVert,Darius Garland,Cedi Osman,Isaac Okoro,Danny Green,Ricky Rubio,Robin Lopez,Lamar Stevens,Raul Neto,Dean Wade,,
5113,NYK,2023,Jalen Brunson,Julius Randle,RJ Barrett,Mitchell Robinson,Quentin Grimes,Josh Hart,Immanuel Quickley,Isaiah Hartenstein,Obi Toppin,Miles McBride,DaQuan Jeffries,Derrick Rose,,,
5114,PHI,2023,James Harden,Tyrese Maxey,Tobias Harris,Paul Reed,P.J. Tucker,De'Anthony Melton,Jalen McDaniels,Georges Niang,Montrezl Harrell,Shake Milton,,,,,
5115,BRK,2023,Cameron Johnson,Spencer Dinwiddie,Mikal Bridges,Nic Claxton,Dorian Finney-Smith,Royce O'Neale,Seth Curry,Joe Harris,Patty Mills,,,,,,
5116,PHO,2023,Kevin Durant,Devin Booker,Chris Paul,Deandre Ayton,Torrey Craig,Josh Okogie,Damion Lee,Bismack Biyombo,Landry Shamet,,,,,,
5117,LAC,2023,Russell Westbrook,Norman Powell,Eric Gordon,Marcus Morris,Ivica Zubac,Terance Mann,Mason Plumlee,Bones Hyland,Robert Covington,Nicolas Batum,,,,,
5118,MEM,2023,Ja Morant,Xavier Tillman Sr.,Desmond Bane,Jaren Jackson Jr.,Dillon Brooks,Luke Kennard,Tyus Jones,David Roddy,Santi Aldama,John Konchar,,,,,
5119,LAL,2023,Anthony Davis,LeBron James,Austin Reaves,D'Angelo Russell,Jarred Vanderbilt,Dennis Schröder,Rui Hachimura,Troy Brown Jr.,Malik Beasley,Wenyen Gabriel,,,,,
5120,MIL,2023,Jrue Holiday,Khris Middleton,Brook Lopez,Grayson Allen,Bobby Portis,Pat Connaughton,Joe Ingles,Jae Crowder,Jevon Carter,MarJon Beauchamp,Goran Dragić,Thanasis Antetokounmpo,Meyers Leonard,,
5121,MIA,2023,Bam Adebayo,Jimmy Butler,Max Strus,Kevin Love,Gabe Vincent,Caleb Martin,Kyle Lowry,Duncan Robinson,Victor Oladipo,Cody Zeller,Haywood Highsmith,Omer Yurtseven,Udonis Haslem,,
5122,BOS,2023,Jaylen Brown,Jayson Tatum,Al Horford,Derrick White,Marcus Smart,Robert Williams,Malcolm Brogdon,Sam Hauser,Mike Muscala,,,,,,
5123,ATL,2023,Trae Young,De'Andre Hunter,Dejounte Murray,Clint Capela,John Collins,Saddiq Bey,Bogdan Bogdanović,Onyeka Okongwu,Jalen Johnson,,,,,,
5124,SAC,2023,De'Aaron Fox,Domantas Sabonis,Keegan Murray,Harrison Barnes,Kevin Huerter,Davion Mitchell,Malik Monk,Trey Lyles,Alex Len,,,,,,
5125,GSW,2023,Stephen Curry,Klay Thompson,Andrew Wiggins,Kevon Looney,Jordan Poole,Draymond Green,Donte DiVincenzo,Gary Payton II,Moses Moody,Jonathan Kuminga,,,,,
5126,DEN,2023,Aaron Gordon,Michael Porter Jr.,Jamal Murray,Kentavious Caldwell-Pope,Nikola Jokić,Bruce Brown,Jeff Green,Christian Braun,DeAndre Jordan,,,,,,
5127,MIN,2023,Anthony Edwards,Mike Conley,Rudy Gobert,Nickeil Alexander-Walker,Karl-Anthony Towns,Taurean Prince,Kyle Anderson,Austin Rivers,Jordan McLaughlin,Jaylen Nowell,,,,,
5128,CLE,2023,Donovan Mitchell,Jarrett Allen,Caris LeVert,Darius Garland,Evan Mobley,Cedi Osman,Isaac Okoro,Ricky Rubio,Danny Green,,,,,,
5129,NYK,2023,Jalen Brunson,Josh Hart,RJ Barrett,Mitchell Robinson,Julius Randle,Isaiah Hartenstein,Obi Toppin,Immanuel Quickley,Miles McBride,,,,,,
5130,MEM,2023,Desmond Bane,Ja Morant,Jaren Jackson Jr.,Xavier Tillman Sr.,Dillon Brooks,David Roddy,Luke Kennard,Tyus Jones,Santi Aldama,,,,,,
5131,LAL,2023,LeBron James,Anthony Davis,Austin Reaves,D'Angelo Russell,Jarred Vanderbilt,Dennis Schröder,Rui Hachimura,Troy Brown Jr.,Malik Beasley,,,,,,
5132,MIL,2023,Jrue Holiday,Brook Lopez,Giannis Antetokounmpo,Khris Middleton,Grayson Allen,Pat Connaughton,Joe Ingles,Bobby Portis,,,,,,,
5133,MIA,2023,Jimmy Butler,Bam Adebayo,Gabe Vincent,Kevin Love,Max Strus,Duncan Robinson,Caleb Martin,Kyle Lowry,Haywood Highsmith,Cody Zeller,,,,,
5134,ATL,2023,Trae Young,De'Andre Hunter,Bogdan Bogdanović,John Collins,Clint Capela,Onyeka Okongwu,Saddiq Bey,Jalen Johnson,Aaron Holiday,,,,,,
