,Team,Season Year,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10,Player 11,Player 12,Player 13,Player 14,Player 15
757,PHI,2024,Joel Embiid,Tyrese Maxey,Tobias Harris,De'Anthony Melton,Nicolas Batum,Kelly Oubre Jr.,Marcus Morris,Robert Covington,Patrick Beverley,Jaden Springer,Danuel House Jr.,Paul Reed,Mo Bamba,KJ Martin,Furkan Korkmaz
758,NYK,2024,Jalen Brunson,Julius Randle,RJ Barrett,Donte DiVincenzo,Jericho Sims,Isaiah Hartenstein,Josh Hart,Immanuel Quickley,Quentin Grimes,Miles McBride,Ryan Arcidiacono,Taj Gibson,DaQuan Jeffries,,
759,PHO,2024,Devin Booker,Kevin Durant,Grayson Allen,Jusuf Nurkić,Bradley Beal,Nassir Little,Jordan Goodwin,Drew Eubanks,Keita Bates-Diop,Chimezie Metu,Yuta Watanabe,Bol Bol,,,
760,LAL,2024,Taurean Prince,LeBron James,Austin Reaves,Max Christie,Jaxson Hayes,Rui Hachimura,Christian Wood,Jarred Vanderbilt,D'Moi Hodge,Colin Castleton,,,,,
761,SAS,2024,Devin Vassell,Malaki Branham,Victor Wembanyama,Keldon Johnson,Jeremy Sochan,Cedi Osman,Zach Collins,Doug McDermott,Devonte' Graham,Julian Champagnie,Sandro Mamukelashvili,Blake Wesley,,,
762,ATL,2024,Saddiq Bey,Trae Young,Clint Capela,Onyeka Okongwu,Dejounte Murray,Bogdan Bogdanović,Garrison Mathews,Trent Forrest,Seth Lundy,Bruno Fernando,Patty Mills,,,,
763,TOR,2024,Scottie Barnes,Pascal Siakam,OG Anunoby,Dennis Schröder,Jakob Poeltl,Gary Trent Jr.,Malachi Flynn,Precious Achiuwa,Chris Boucher,Gradey Dick,Jalen McDaniels,Garrett Temple,Thaddeus Young,,
764,IND,2024,Tyrese Haliburton,Buddy Hield,Obi Toppin,Bruce Brown,Myles Turner,Aaron Nesmith,Bennedict Mathurin,Isaiah Jackson,T.J. McConnell,Jarace Walker,Ben Sheppard,Jordan Nwora,Oscar Tshiebwe,,
765,WAS,2024,Jordan Poole,Kyle Kuzma,Tyus Jones,Daniel Gafford,Deni Avdija,Bilal Coulibaly,Corey Kispert,Mike Muscala,Danilo Gallinari,Patrick Baldwin Jr.,Jared Butler,Anthony Gill,,,
766,PHI,2024,Tyrese Maxey,Joel Embiid,Tobias Harris,De'Anthony Melton,Nicolas Batum,Kelly Oubre Jr.,Marcus Morris,Robert Covington,Paul Reed,Jaden Springer,Patrick Beverley,Danuel House Jr.,Mo Bamba,Furkan Korkmaz,KJ Martin
767,CHO,2024,Miles Bridges,Brandon Miller,Bryce McGowens,Terry Rozier,Nick Richards,Nathan Mensah,Nick Smith Jr.,JT Thor,Ish Smith,James Bouknight,Amari Bailey,Leaky Black,,,
768,ATL,2024,Trae Young,Dejounte Murray,Saddiq Bey,Onyeka Okongwu,De'Andre Hunter,Wesley Matthews,Bruno Fernando,Garrison Mathews,Patty Mills,Trent Forrest,,,,,
769,CLE,2024,Donovan Mitchell,Jarrett Allen,Max Strus,Isaac Okoro,Dean Wade,Caris LeVert,Georges Niang,Craig Porter Jr.,Tristan Thompson,Sam Merrill,,,,,
770,OKC,2024,Shai Gilgeous-Alexander,Jalen Williams,Chet Holmgren,Luguentz Dort,Josh Giddey,Isaiah Joe,Jaylin Williams,Cason Wallace,Kenrich Williams,Aaron Wiggins,Ousmane Dieng,,,,
771,DEN,2024,Nikola Jokić,Aaron Gordon,Michael Porter Jr.,Jamal Murray,Justin Holiday,Christian Braun,Reggie Jackson,Peyton Watson,Julian Strawther,DeAndre Jordan,,,,,
772,BRK,2024,Spencer Dinwiddie,Mikal Bridges,Cam Thomas,Nic Claxton,Cameron Johnson,Royce O'Neale,Jalen Wilson,Day'Ron Sharpe,Trendon Watford,,,,,,
773,GSW,2024,Stephen Curry,Klay Thompson,Brandin Podziemski,Kevon Looney,Jonathan Kuminga,Chris Paul,Andrew Wiggins,Dario Šarić,Moses Moody,,,,,,
774,NYK,2024,Jalen Brunson,Julius Randle,RJ Barrett,Donte DiVincenzo,Jericho Sims,Isaiah Hartenstein,Quentin Grimes,Immanuel Quickley,Miles McBride,Josh Hart,Taj Gibson,DaQuan Jeffries,Ryan Arcidiacono,,
775,LAC,2024,Paul George,Kawhi Leonard,James Harden,Ivica Zubac,Terance Mann,Norman Powell,Amir Coffey,Russell Westbrook,Daniel Theis,Kobe Brown,Brandon Boston Jr.,Joshua Primo,Jordan Miller,Xavier Moon,
776,CHI,2024,DeMar DeRozan,Ayo Dosunmu,Coby White,Patrick Williams,Nikola Vučević,Dalen Terry,Torrey Craig,Jevon Carter,Andre Drummond,,,,,,
777,MIA,2024,Caleb Martin,Jimmy Butler,Kyle Lowry,Duncan Robinson,Orlando Robinson,Jaime Jaquez Jr.,Kevin Love,Josh Richardson,Haywood Highsmith,Thomas Bryant,,,,,
778,DET,2024,Cade Cunningham,Bojan Bogdanović,Ausar Thompson,Marvin Bagley III,Killian Hayes,Jaden Ivey,Isaiah Livers,James Wiseman,Marcus Sasser,Kevin Knox,Joe Harris,Alec Burks,,,
779,MIL,2024,MarJon Beauchamp,Damian Lillard,Brook Lopez,Andre Jackson Jr.,Giannis Antetokounmpo,Bobby Portis,A.J. Green,Cameron Payne,Pat Connaughton,Chris Livingston,Robin Lopez,Thanasis Antetokounmpo,Lindell Wigginton,,
780,IND,2024,Bruce Brown,T.J. McConnell,Myles Turner,Buddy Hield,Obi Toppin,Aaron Nesmith,Jarace Walker,Bennedict Mathurin,Isaiah Jackson,Ben Sheppard,Jordan Nwora,Oscar Tshiebwe,James Johnson,,
781,MIN,2024,Karl-Anthony Towns,Anthony Edwards,Rudy Gobert,Mike Conley,Jaden McDaniels,Naz Reid,Nickeil Alexander-Walker,Kyle Anderson,Troy Brown Jr.,Shake Milton,Jordan McLaughlin,Wendell Moore Jr.,,,
782,DAL,2024,Luka Dončić,Derrick Jones Jr.,Grant Williams,Dante Exum,Dereck Lively II,Tim Hardaway Jr.,Dwight Powell,Markieff Morris,Seth Curry,Jaden Hardy,Olivier-Maxence Prosper,,,,
783,POR,2024,Jerami Grant,Anfernee Simons,Shaedon Sharpe,Deandre Ayton,Toumani Camara,Malcolm Brogdon,Scoot Henderson,Matisse Thybulle,Duop Reath,Jabari Walker,,,,,
784,UTA,2024,Collin Sexton,Kelly Olynyk,Lauri Markkanen,Kris Dunn,Simone Fontecchio,Talen Horton-Tucker,Ochai Agbaji,Taylor Hendricks,Walker Kessler,Johnny Juzang,Micah Potter,,,,
785,SAC,2024,Keegan Murray,Domantas Sabonis,Harrison Barnes,Keon Ellis,Kevin Huerter,Malik Monk,Davion Mitchell,Trey Lyles,Sasha Vezenkov,JaVale McGee,Chris Duarte,Kessler Edwards,Juan Toscano-Anderson,,
786,ORL,2024,Franz Wagner,Paolo Banchero,Jalen Suggs,Goga Bitadze,Anthony Black,Gary Harris,Cole Anthony,Jonathan Isaac,Caleb Houstan,Moritz Wagner,Jett Howard,Chuma Okeke,Admiral Schofield,,
787,BOS,2024,Jrue Holiday,Jaylen Brown,Jayson Tatum,Kristaps Porziņģis,Derrick White,Al Horford,Payton Pritchard,Sam Hauser,Neemias Queta,Dalano Banton,Oshae Brissett,Lamar Stevens,,,
788,HOU,2024,Fred VanVleet,Dillon Brooks,Alperen Sengun,Jalen Green,Jabari Smith Jr.,Tari Eason,Jae'Sean Tate,Jeff Green,Aaron Holiday,,,,,,
789,MIL,2024,Giannis Antetokounmpo,Damian Lillard,Andre Jackson Jr.,Brook Lopez,Khris Middleton,Bobby Portis,Pat Connaughton,MarJon Beauchamp,Cameron Payne,,,,,,
790,WAS,2024,Tyus Jones,Daniel Gafford,Kyle Kuzma,Jordan Poole,Deni Avdija,Corey Kispert,Bilal Coulibaly,Danilo Gallinari,Mike Muscala,,,,,,
791,PHO,2024,Devin Booker,Kevin Durant,Grayson Allen,Jusuf Nurkić,Nassir Little,Eric Gordon,Jordan Goodwin,Drew Eubanks,Chimezie Metu,,,,,,
792,GSW,2024,Brandin Podziemski,Stephen Curry,Klay Thompson,Jonathan Kuminga,Kevon Looney,Chris Paul,Andrew Wiggins,Moses Moody,Trayce Jackson-Davis,Dario Šarić,,,,,
793,POR,2024,Jerami Grant,Anfernee Simons,Deandre Ayton,Shaedon Sharpe,Toumani Camara,Malcolm Brogdon,Scoot Henderson,Matisse Thybulle,Jabari Walker,,,,,,
794,NOP,2024,Brandon Ingram,CJ McCollum,Zion Williamson,Jonas Valančiūnas,Herbert Jones,Trey Murphy III,Jose Alvarado,Naji Marshall,Cody Zeller,Dyson Daniels,Jordan Hawkins,Jeremiah Robinson-Earl,,,
795,SAS,2024,Keldon Johnson,Victor Wembanyama,Devin Vassell,Malaki Branham,Jeremy Sochan,Cedi Osman,Zach Collins,Tre Jones,Doug McDermott,Julian Champagnie,Sandro Mamukelashvili,Devonte' Graham,,,
796,DET,2024,Cade Cunningham,Bojan Bogdanović,Jaden Ivey,Marvin Bagley III,Ausar Thompson,James Wiseman,Alec Burks,Marcus Sasser,Joe Harris,Isaiah Livers,,,,,
797,ATL,2024,Saddiq Bey,Trae Young,Dejounte Murray,De'Andre Hunter,Clint Capela,Onyeka Okongwu,Garrison Mathews,Wesley Matthews,Seth Lundy,,,,,,
798,HOU,2024,Fred VanVleet,Dillon Brooks,Jalen Green,Alperen Sengun,Jabari Smith Jr.,Tari Eason,Jeff Green,Aaron Holiday,Jae'Sean Tate,Jock Landale,,,,,
799,CLE,2024,Donovan Mitchell,Max Strus,Isaac Okoro,Jarrett Allen,Dean Wade,Caris LeVert,Georges Niang,Sam Merrill,Tristan Thompson,Craig Porter Jr.,,,,,
800,DAL,2024,Luka Dončić,Derrick Jones Jr.,Dwight Powell,Dante Exum,Grant Williams,Tim Hardaway Jr.,Olivier-Maxence Prosper,Jaden Hardy,A.J. Lawson,Markieff Morris,Greg Brown III,Seth Curry,Richaun Holmes,,
801,DEN,2024,Nikola Jokić,Kentavious Caldwell-Pope,Jamal Murray,Aaron Gordon,Michael Porter Jr.,Peyton Watson,Julian Strawther,Zeke Nnaji,Christian Braun,Reggie Jackson,Collin Gillespie,Justin Holiday,,,
802,LAC,2024,Paul George,James Harden,Terance Mann,Kawhi Leonard,Ivica Zubac,Norman Powell,Daniel Theis,Amir Coffey,Russell Westbrook,Brandon Boston Jr.,Kobe Brown,,,,
803,IND,2024,Tyrese Haliburton,Obi Toppin,Buddy Hield,Isaiah Jackson,Bruce Brown,Bennedict Mathurin,Aaron Nesmith,T.J. McConnell,Jordan Nwora,James Johnson,,,,,
804,NYK,2024,Julius Randle,Jalen Brunson,RJ Barrett,Donte DiVincenzo,Jericho Sims,Isaiah Hartenstein,Immanuel Quickley,Josh Hart,Quentin Grimes,Taj Gibson,,,,,
805,LAL,2024,LeBron James,Taurean Prince,Anthony Davis,D'Angelo Russell,Cam Reddish,Austin Reaves,Rui Hachimura,Jarred Vanderbilt,Jaxson Hayes,,,,,,
806,MIN,2024,Anthony Edwards,Rudy Gobert,Mike Conley,Karl-Anthony Towns,Jaden McDaniels,Kyle Anderson,Nickeil Alexander-Walker,Naz Reid,Troy Brown Jr.,,,,,,
807,MIA,2024,Bam Adebayo,Jimmy Butler,Tyler Herro,Kevin Love,Caleb Martin,Jaime Jaquez Jr.,Josh Richardson,Duncan Robinson,Haywood Highsmith,,,,,,
808,MEM,2024,Jacob Gilyard,Desmond Bane,Jaren Jackson Jr.,Xavier Tillman Sr.,Vince Williams Jr.,David Roddy,Ziaire Williams,Santi Aldama,John Konchar,GG Jackson II,Jake LaRavia,,,,
809,OKC,2024,Shai Gilgeous-Alexander,Jalen Williams,Chet Holmgren,Josh Giddey,Luguentz Dort,Isaiah Joe,Ousmane Dieng,Cason Wallace,Kenrich Williams,Aaron Wiggins,Jaylin Williams,Vasilije Micić,Olivier Sarr,Tre Mann,
810,CHI,2024,Coby White,DeMar DeRozan,Patrick Williams,Nikola Vučević,Ayo Dosunmu,Alex Caruso,Jevon Carter,Andre Drummond,Dalen Terry,,,,,,
811,PHI,2024,Tyrese Maxey,Joel Embiid,Tobias Harris,De'Anthony Melton,Nicolas Batum,Kelly Oubre Jr.,Patrick Beverley,Robert Covington,Paul Reed,Danuel House Jr.,,,,,
812,WAS,2024,Kyle Kuzma,Jordan Poole,Tyus Jones,Daniel Gafford,Deni Avdija,Bilal Coulibaly,Mike Muscala,Corey Kispert,Anthony Gill,Jared Butler,Eugene Omoruyi,,,,
813,SAC,2024,Harrison Barnes,De'Aaron Fox,Keegan Murray,Domantas Sabonis,Kevin Huerter,Malik Monk,Trey Lyles,Keon Ellis,Sasha Vezenkov,Juan Toscano-Anderson,Kessler Edwards,Chris Duarte,Colby Jones,Davion Mitchell,
814,CHO,2024,P.J. Washington,Brandon Miller,Bryce McGowens,Nick Richards,Terry Rozier,Ish Smith,Nick Smith Jr.,JT Thor,Leaky Black,,,,,,
815,TOR,2024,Scottie Barnes,Pascal Siakam,Dennis Schröder,OG Anunoby,Jakob Poeltl,Gary Trent Jr.,Precious Achiuwa,Malachi Flynn,Chris Boucher,,,,,,
816,BRK,2024,Cam Thomas,Spencer Dinwiddie,Mikal Bridges,Cameron Johnson,Nic Claxton,Royce O'Neale,Dorian Finney-Smith,Day'Ron Sharpe,Jalen Wilson,Trendon Watford,Harry Giles,,,,
817,UTA,2024,Collin Sexton,Walker Kessler,Talen Horton-Tucker,Lauri Markkanen,Simone Fontecchio,Ochai Agbaji,John Collins,Kelly Olynyk,Kris Dunn,Taylor Hendricks,Luka Šamanić,,,,
818,BOS,2024,Jaylen Brown,Jayson Tatum,Derrick White,Al Horford,Jrue Holiday,Neemias Queta,Sam Hauser,Payton Pritchard,Oshae Brissett,Svi Mykhailiuk,,,,,
819,GSW,2024,Klay Thompson,Stephen Curry,Jonathan Kuminga,Brandin Podziemski,Kevon Looney,Chris Paul,Trayce Jackson-Davis,Andrew Wiggins,Moses Moody,Dario Šarić,Cory Joseph,,,,
820,SAS,2024,Keldon Johnson,Devin Vassell,Jeremy Sochan,Zach Collins,Malaki Branham,Tre Jones,Cedi Osman,Sandro Mamukelashvili,Doug McDermott,Dominick Barlow,Julian Champagnie,,,,
821,MIL,2024,Damian Lillard,Giannis Antetokounmpo,Brook Lopez,Khris Middleton,Malik Beasley,Bobby Portis,Pat Connaughton,Andre Jackson Jr.,Cameron Payne,MarJon Beauchamp,Robin Lopez,A.J. Green,Thanasis Antetokounmpo,,
822,MEM,2024,Desmond Bane,Ja Morant,Vince Williams Jr.,Jaren Jackson Jr.,Bismack Biyombo,John Konchar,Xavier Tillman Sr.,Ziaire Williams,Santi Aldama,David Roddy,,,,,
823,NOP,2024,CJ McCollum,Brandon Ingram,Jonas Valančiūnas,Herbert Jones,Zion Williamson,Trey Murphy III,Naji Marshall,Dyson Daniels,Cody Zeller,Jose Alvarado,,,,,
824,PHO,2024,Kevin Durant,Devin Booker,Grayson Allen,Jusuf Nurkić,Nassir Little,Eric Gordon,Jordan Goodwin,Drew Eubanks,Chimezie Metu,,,,,,
825,POR,2024,Deandre Ayton,Anfernee Simons,Jerami Grant,Toumani Camara,Shaedon Sharpe,Malcolm Brogdon,Scoot Henderson,Matisse Thybulle,Jabari Walker,Duop Reath,,,,,
826,NYK,2024,Julius Randle,Jalen Brunson,Isaiah Hartenstein,RJ Barrett,Donte DiVincenzo,Josh Hart,Immanuel Quickley,Quentin Grimes,Taj Gibson,DaQuan Jeffries,Miles McBride,Ryan Arcidiacono,,,
827,BRK,2024,Mikal Bridges,Cam Thomas,Spencer Dinwiddie,Cameron Johnson,Nic Claxton,Royce O'Neale,Dorian Finney-Smith,Day'Ron Sharpe,Trendon Watford,Jalen Wilson,Harry Giles,,,,
828,LAL,2024,Anthony Davis,LeBron James,Taurean Prince,Cam Reddish,D'Angelo Russell,Austin Reaves,Rui Hachimura,Gabe Vincent,Jarred Vanderbilt,Jaxson Hayes,Max Christie,Maxwell Lewis,Christian Wood,,
829,CHI,2024,DeMar DeRozan,Patrick Williams,Coby White,Nikola Vučević,Alex Caruso,Ayo Dosunmu,Dalen Terry,Jevon Carter,Andre Drummond,,,,,,
830,UTA,2024,Simone Fontecchio,Lauri Markkanen,Collin Sexton,Walker Kessler,Talen Horton-Tucker,John Collins,Kelly Olynyk,Ochai Agbaji,Kris Dunn,,,,,,
831,CLE,2024,Max Strus,Dean Wade,Jarrett Allen,Craig Porter Jr.,Isaac Okoro,Sam Merrill,Caris LeVert,Georges Niang,Tristan Thompson,,,,,,
832,LAC,2024,Amir Coffey,James Harden,Kawhi Leonard,Terance Mann,Ivica Zubac,Norman Powell,Russell Westbrook,Daniel Theis,,,,,,,
833,DAL,2024,Luka Dončić,Dante Exum,Derrick Jones Jr.,Grant Williams,Dwight Powell,Tim Hardaway Jr.,Jaden Hardy,Markieff Morris,Olivier-Maxence Prosper,,,,,,
834,ATL,2024,Trae Young,Dejounte Murray,Saddiq Bey,De'Andre Hunter,Clint Capela,Onyeka Okongwu,Bogdan Bogdanović,Garrison Mathews,Wesley Matthews,,,,,,
835,HOU,2024,Fred VanVleet,Jabari Smith Jr.,Jalen Green,Dillon Brooks,Alperen Sengun,Aaron Holiday,Jae'Sean Tate,Jeff Green,Amen Thompson,,,,,,
836,CHO,2024,Miles Bridges,Terry Rozier,Brandon Miller,Gordon Hayward,Nick Richards,P.J. Washington,Bryce McGowens,Ish Smith,Nathan Mensah,Nick Smith Jr.,James Bouknight,JT Thor,Leaky Black,,
837,IND,2024,Bruce Brown,Tyrese Haliburton,Buddy Hield,Myles Turner,Obi Toppin,Bennedict Mathurin,Aaron Nesmith,T.J. McConnell,Isaiah Jackson,Jordan Nwora,Jalen Smith,James Johnson,,,
838,MIA,2024,Tyler Herro,Jaime Jaquez Jr.,Bam Adebayo,Caleb Martin,Kyle Lowry,Josh Richardson,Haywood Highsmith,Duncan Robinson,Thomas Bryant,,,,,,
839,ORL,2024,Paolo Banchero,Franz Wagner,Wendell Carter Jr.,Anthony Black,Jalen Suggs,Cole Anthony,Gary Harris,Moritz Wagner,Caleb Houstan,Goga Bitadze,Jonathan Isaac,Chuma Okeke,,,
840,MIN,2024,Jaden McDaniels,Karl-Anthony Towns,Anthony Edwards,Mike Conley,Rudy Gobert,Naz Reid,Nickeil Alexander-Walker,Shake Milton,Kyle Anderson,Troy Brown Jr.,Wendell Moore Jr.,Luka Garza,Jordan McLaughlin,,
841,PHI,2024,Tyrese Maxey,Tobias Harris,Joel Embiid,Kelly Oubre Jr.,De'Anthony Melton,Marcus Morris,Patrick Beverley,Danuel House Jr.,Paul Reed,KJ Martin,Furkan Korkmaz,Mo Bamba,Jaden Springer,,
842,BOS,2024,Sam Hauser,Jrue Holiday,Derrick White,Jaylen Brown,Kristaps Porziņģis,Payton Pritchard,Neemias Queta,Oshae Brissett,Svi Mykhailiuk,Lamar Stevens,,,,,
843,SAC,2024,Harrison Barnes,De'Aaron Fox,Domantas Sabonis,Keegan Murray,Kevin Huerter,Trey Lyles,Malik Monk,Keon Ellis,Sasha Vezenkov,JaVale McGee,Kessler Edwards,Chris Duarte,Davion Mitchell,Juan Toscano-Anderson,
844,DEN,2024,Nikola Jokić,Michael Porter Jr.,Jamal Murray,Kentavious Caldwell-Pope,Aaron Gordon,Peyton Watson,Christian Braun,Reggie Jackson,Julian Strawther,Zeke Nnaji,,,,,
845,TOR,2024,OG Anunoby,Pascal Siakam,Scottie Barnes,Dennis Schröder,Jakob Poeltl,Gary Trent Jr.,Precious Achiuwa,Malachi Flynn,Chris Boucher,,,,,,
846,SAS,2024,Jeremy Sochan,Keldon Johnson,Devin Vassell,Malaki Branham,Victor Wembanyama,Zach Collins,Tre Jones,Doug McDermott,Cedi Osman,Julian Champagnie,Blake Wesley,Sidy Cissoko,Sandro Mamukelashvili,,
847,CHI,2024,Coby White,DeMar DeRozan,Patrick Williams,Nikola Vučević,Alex Caruso,Ayo Dosunmu,Jevon Carter,Andre Drummond,Dalen Terry,Julian Phillips,Terry Taylor,,,,
848,NOP,2024,CJ McCollum,Herbert Jones,Brandon Ingram,Trey Murphy III,Jonas Valančiūnas,Naji Marshall,Dyson Daniels,Jeremiah Robinson-Earl,Jose Alvarado,Jordan Hawkins,,,,,
849,CLE,2024,Max Strus,Isaac Okoro,Craig Porter Jr.,Jarrett Allen,Dean Wade,Caris LeVert,Tristan Thompson,Georges Niang,Sam Merrill,Emoni Bates,Isaiah Mobley,Damian Jones,,,
850,UTA,2024,Kelly Olynyk,Kris Dunn,Collin Sexton,John Collins,Simone Fontecchio,Ochai Agbaji,Walker Kessler,Taylor Hendricks,Luka Šamanić,,,,,,
851,DET,2024,Cade Cunningham,Jaden Ivey,Bojan Bogdanović,Isaiah Stewart,Marvin Bagley III,Ausar Thompson,James Wiseman,Marcus Sasser,Isaiah Livers,Alec Burks,,,,,
852,IND,2024,Tyrese Haliburton,Myles Turner,Buddy Hield,Obi Toppin,Bruce Brown,Aaron Nesmith,Bennedict Mathurin,Andrew Nembhard,Isaiah Jackson,T.J. McConnell,,,,,
853,MEM,2024,Desmond Bane,Vince Williams Jr.,Ja Morant,Jaren Jackson Jr.,Bismack Biyombo,Santi Aldama,John Konchar,Xavier Tillman Sr.,Ziaire Williams,,,,,,
854,ORL,2024,Franz Wagner,Gary Harris,Paolo Banchero,Wendell Carter Jr.,Anthony Black,Cole Anthony,Moritz Wagner,Caleb Houstan,Jonathan Isaac,,,,,,
855,MIL,2024,Giannis Antetokounmpo,Brook Lopez,Damian Lillard,Khris Middleton,Malik Beasley,Bobby Portis,Pat Connaughton,Cameron Payne,MarJon Beauchamp,Andre Jackson Jr.,,,,,
856,LAL,2024,Anthony Davis,D'Angelo Russell,Taurean Prince,Cam Reddish,Rui Hachimura,Austin Reaves,Jarred Vanderbilt,Jaxson Hayes,Christian Wood,,,,,,
857,MIN,2024,Anthony Edwards,Rudy Gobert,Jaden McDaniels,Karl-Anthony Towns,Mike Conley,Kyle Anderson,Naz Reid,Nickeil Alexander-Walker,Troy Brown Jr.,,,,,,
858,LAC,2024,James Harden,Amir Coffey,Paul George,Terance Mann,Ivica Zubac,Russell Westbrook,Norman Powell,Brandon Boston Jr.,Daniel Theis,Bones Hyland,Kobe Brown,,,,
859,OKC,2024,Shai Gilgeous-Alexander,Luguentz Dort,Chet Holmgren,Jalen Williams,Josh Giddey,Aaron Wiggins,Isaiah Joe,Cason Wallace,Kenrich Williams,Ousmane Dieng,Jaylin Williams,Tre Mann,,,
860,WAS,2024,Kyle Kuzma,Tyus Jones,Deni Avdija,Jordan Poole,Daniel Gafford,Corey Kispert,Bilal Coulibaly,Mike Muscala,Danilo Gallinari,,,,,,
861,POR,2024,Anfernee Simons,Deandre Ayton,Jerami Grant,Malcolm Brogdon,Toumani Camara,Matisse Thybulle,Scoot Henderson,Jabari Walker,Duop Reath,,,,,,
862,DEN,2024,Jamal Murray,Nikola Jokić,Michael Porter Jr.,Aaron Gordon,Kentavious Caldwell-Pope,Peyton Watson,Christian Braun,Reggie Jackson,Julian Strawther,Zeke Nnaji,DeAndre Jordan,,,,
863,BRK,2024,Cam Thomas,Spencer Dinwiddie,Mikal Bridges,Nic Claxton,Cameron Johnson,Dorian Finney-Smith,Royce O'Neale,Dennis Smith Jr.,Day'Ron Sharpe,,,,,,
864,WAS,2024,Jordan Poole,Tyus Jones,Kyle Kuzma,Daniel Gafford,Deni Avdija,Bilal Coulibaly,Corey Kispert,Mike Muscala,Landry Shamet,Anthony Gill,Ryan Rollins,Jared Butler,Patrick Baldwin Jr.,,
865,GSW,2024,Brandin Podziemski,Jonathan Kuminga,Klay Thompson,Stephen Curry,Kevon Looney,Chris Paul,Trayce Jackson-Davis,Dario Šarić,Moses Moody,Cory Joseph,Gui Santos,Lester Quiñones,Usman Garuba,Jerome Robinson,
866,DAL,2024,Tim Hardaway Jr.,Grant Williams,Jaden Hardy,Derrick Jones Jr.,Markieff Morris,Olivier-Maxence Prosper,A.J. Lawson,Richaun Holmes,Seth Curry,Dexter Dennis,Greg Brown III,Dwight Powell,,,
867,HOU,2024,Jabari Smith Jr.,Jalen Green,Fred VanVleet,Alperen Sengun,Dillon Brooks,Amen Thompson,Jae'Sean Tate,Jock Landale,Aaron Holiday,Cam Whitmore,Nate Hinton,Jermaine Samuels,Jeff Green,,
868,ATL,2024,Trae Young,Saddiq Bey,Dejounte Murray,Clint Capela,Garrison Mathews,Bogdan Bogdanović,Onyeka Okongwu,Patty Mills,Wesley Matthews,,,,,,
869,MIA,2024,Bam Adebayo,Jaime Jaquez Jr.,Caleb Martin,Tyler Herro,Kyle Lowry,Josh Richardson,Duncan Robinson,Kevin Love,Haywood Highsmith,,,,,,
870,TOR,2024,Pascal Siakam,OG Anunoby,Scottie Barnes,Dennis Schröder,Jakob Poeltl,Gary Trent Jr.,Precious Achiuwa,Otto Porter Jr.,Malachi Flynn,Jalen McDaniels,Gradey Dick,,,,
871,PHI,2024,Tyrese Maxey,Tobias Harris,Joel Embiid,Marcus Morris,Kelly Oubre Jr.,Robert Covington,Danuel House Jr.,Paul Reed,Furkan Korkmaz,,,,,,
872,PHO,2024,Devin Booker,Kevin Durant,Grayson Allen,Eric Gordon,Drew Eubanks,Udoka Azubuike,Saben Lee,Nassir Little,Jordan Goodwin,Chimezie Metu,Yuta Watanabe,Bol Bol,,,
873,SAC,2024,Harrison Barnes,Domantas Sabonis,Keegan Murray,De'Aaron Fox,Kevin Huerter,Malik Monk,Keon Ellis,Trey Lyles,JaVale McGee,Sasha Vezenkov,Juan Toscano-Anderson,Chris Duarte,Kessler Edwards,Davion Mitchell,
874,MEM,2024,Desmond Bane,Ja Morant,Vince Williams Jr.,Bismack Biyombo,Jaren Jackson Jr.,Santi Aldama,Ziaire Williams,Xavier Tillman Sr.,John Konchar,,,,,,
875,ATL,2024,Trae Young,Saddiq Bey,Dejounte Murray,Clint Capela,Garrison Mathews,Bogdan Bogdanović,Onyeka Okongwu,Seth Lundy,,,,,,,
876,DET,2024,Bojan Bogdanović,Jaden Ivey,Cade Cunningham,Isaiah Stewart,Ausar Thompson,Kevin Knox,Alec Burks,Marvin Bagley III,Joe Harris,Marcus Sasser,,,,,
877,BRK,2024,Mikal Bridges,Spencer Dinwiddie,Nic Claxton,Cam Thomas,Cameron Johnson,Dorian Finney-Smith,Royce O'Neale,Dennis Smith Jr.,Day'Ron Sharpe,Jalen Wilson,Harry Giles,Trendon Watford,,,
878,CLE,2024,Max Strus,Craig Porter Jr.,Dean Wade,Jarrett Allen,Isaac Okoro,Georges Niang,Tristan Thompson,Damian Jones,Emoni Bates,,,,,,
879,CHI,2024,DeMar DeRozan,Coby White,Patrick Williams,Nikola Vučević,Alex Caruso,Ayo Dosunmu,Dalen Terry,Andre Drummond,Jevon Carter,,,,,,
880,DEN,2024,Nikola Jokić,Jamal Murray,Aaron Gordon,Kentavious Caldwell-Pope,Michael Porter Jr.,Christian Braun,Peyton Watson,Julian Strawther,Reggie Jackson,Zeke Nnaji,,,,,
881,CHO,2024,Nick Richards,Miles Bridges,Gordon Hayward,Ish Smith,Brandon Miller,P.J. Washington,Nick Smith Jr.,Bryce McGowens,Cody Martin,Nathan Mensah,,,,,
882,SAS,2024,Devin Vassell,Jeremy Sochan,Zach Collins,Malaki Branham,Julian Champagnie,Keldon Johnson,Tre Jones,Sandro Mamukelashvili,Sidy Cissoko,Blake Wesley,Cedi Osman,Devonte' Graham,Doug McDermott,,
883,DAL,2024,Dante Exum,Luka Dončić,Tim Hardaway Jr.,Grant Williams,Derrick Jones Jr.,A.J. Lawson,Dwight Powell,Jaden Hardy,Olivier-Maxence Prosper,Dexter Dennis,Greg Brown III,,,,
